"Name";"DisplayName";"Description";"Group";"Enabled";"Profile";"Platform";"Direction";"Action";"EdgeTraversalPolicy";"LooseSourceMapping";"LocalOnlyMapping";"Owner";"LocalAddress";"RemoteAddress";"Protocol";"LocalPort";"RemotePort";"IcmpType";"DynamicTarget";"Program";"Package";"Service";"InterfaceAlias";"InterfaceType";"LocalUser";"RemoteUser";"RemoteMachine";"Authentication";"Encryption";"OverrideBlockRules"
"CoreNet-ICMP6-LD-Out";"Core Networking - Multicast Listener Done (ICMPv6-Out)";"Multicast Listener Done messages inform local routers that there are no longer any members remaining for a specific multicast address on the subnet.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"132";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RRAS-PPTP-In-TCP";"Routing and Remote Access (PPTP-In)";"Inbound rule for RRAS to allow Point-to-Point Tunnel Protocol traffic. [TCP 1723]";"@FirewallAPI.dll,-33752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"1723";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-VDS-In-TCP";"Remote Volume Management - Virtual Disk Service (RPC)";"Inbound rule for the Remote Volume Management - Virtual Disk Service to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-34501";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"RPC";"Any";"Any";"";"%SystemRoot%\system32\vds.exe";"";"vds";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MsiScsi-In-TCP";"iSCSI Service (TCP-In)";"Inbound rule for the iSCSI Service to allow communications with an iSCSI server or device. [TCP]";"@FirewallAPI.dll,-29002";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Msiscsi";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"TPMVSCMGR-Server-In-TCP-NoScope";"TPM Virtual Smart Card Management (TCP-In)";"Inbound rule for remote TPM Virtual Smart Card Management traffic. [TCP]";"@FirewallAPI.dll,-36501";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%SystemRoot%\system32\RmtTpmVscMgrSvr.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Teredo-Out";"Core Networking - Teredo (UDP-Out)";"Outbound UDP rule to allow Teredo edge traversal, a technology that provides address assignment and automatic tunneling for unicast IPv6 traffic when an IPv6/IPv4 host is located behind an IPv4 network address translator.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"iphlpsvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMI-WINMGMT-Out-TCP";"Windows Management Instrumentation (WMI-Out)";"Outbound rule to allow WMI traffic for remote Windows Management Instrumentation. [TCP]";"@FirewallAPI.dll,-34251";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"winmgmt";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"vm-monitoring-dcom";"Virtual Machine Monitoring (DCOM-In)";"Allow DCOM traffic for remote Windows Management Instrumentation.";"@%SystemRoot%\system32\icsvc.dll,-700";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"135";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"RpcSs";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-RS-In";"Core Networking - Router Solicitation (ICMPv6-In)";"Router Solicitation messages are sent by nodes seeking routers to provide stateless auto-configuration.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"ICMPv6";"RPC";"Any";"133";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMI-RPCSS-In-TCP";"Windows Management Instrumentation (DCOM-In)";"Inbound rule to allow DCOM traffic for remote Windows Management Instrumentation. [TCP 135]";"@FirewallAPI.dll,-34251";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"135";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNTS-Out-TCP";"Network Discovery (WSD EventsSecure-Out)";"Outbound rule for Network Discovery to allow Secure WSDAPI Events via Function Discovery. [TCP 5358]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"5358";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-QWave-Out-UDP-PlayToScope";"Cast to Device functionality (qWave-UDP-Out)";"Outbound rule for the Cast to Device functionality to allow use of the Quality Windows Audio Video Experience Service. [UDP 2177]";"@FirewallAPI.dll,-36001";"True";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"PlayToDevice";"UDP";"Any";"2177";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteDesktop-In-TCP-WSS";"Remote Desktop - (TCP-WSS-In)";"Inbound rule for the Remote Desktop service to allow RDP traffic over secure WebSocket. [TCP 3392]";"@FirewallAPI.dll,-28782";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"3392";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-NB_Session-Out-TCP";"File and Printer Sharing (NB-Session-Out)";"Outbound rule for File and Printer Sharing to allow NetBIOS Session Service connections. [TCP 139]";"@FirewallAPI.dll,-28502";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"139";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-GP-LSASS-Out-TCP";"Core Networking - Group Policy (LSASS-Out)";"Outbound rule to allow remote LSASS traffic for Group Policy updates [TCP].";"@FirewallAPI.dll,-25000";"True";"Domain";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%SystemRoot%\system32\lsass.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"SPPSVC-In-TCP";"Key Management Service (TCP-In)";"Inbound rule for the Key Management Service to allow for machine counting and license compliance. [TCP 1688]";"@FirewallAPI.dll,-28002";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"1688";"Any";"Any";"";"%SystemRoot%\system32\sppextcomobj.exe";"";"sppsvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPSSMBD-iWARP-In-TCP";"File and Printer Sharing over SMBDirect (iWARP-In)";"Inbound rule for File and Printer Sharing over SMBDirect to allow iWARP [TCP 5445]";"@FirewallAPI.dll,-28602";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"5445";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"DIAL-Protocol-Server-In-TCP-NoScope";"DIAL protocol server (HTTP-In)";"Inbound rule for DIAL protocol server to allow remote control of Apps using HTTP. [TCP 10247]";"@FirewallAPI.dll,-37101";"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"10247";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-LLMNR-Out-UDP";"Network Discovery (LLMNR-UDP-Out)";"Outbound rule for Network Discovery to allow Link Local Multicast Name Resolution. [UDP 5355]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"5355";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"vm-monitoring-nb-session";"Virtual Machine Monitoring (NB-Session-In)";"Allow NetBIOS Session Service connections.";"@%SystemRoot%\system32\icsvc.dll,-700";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"139";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-RPCSS-In-TCP";"File and Printer Sharing (Spooler Service - RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Spooler Service.";"@FirewallAPI.dll,-28502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-ICMP6-ERQ-Out";"File and Printer Sharing (Echo Request - ICMPv6-Out)";"Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-28502";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"ICMPv6";"RPC";"Any";"128";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-RA-Out";"Core Networking - Router Advertisement (ICMPv6-Out)";"Router Advertisement messages are sent by routers to other nodes for stateless auto-configuration.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"fe80::/64";"LocalSubnet6,ff02::1,fe80::/64";"ICMPv6";"RPC";"Any";"134";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NVS-FrameServer-In-TCP-NoScope";"Microsoft Media Foundation Network Source IN [TCP 554]";"InBound Rule for the Microsoft Media Foundation's Capture SVC to open TCP port to enable RTSP";"@FirewallAPI.dll,-54001";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"554,8554-8558";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"FrameServer";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-NDA-In";"Core Networking - Neighbor Discovery Advertisement (ICMPv6-In)";"Neighbor Discovery Advertisement messages are sent by nodes to notify other nodes of link-layer address changes or in response to a Neighbor Discovery Solicitation request.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";"";"Any";"Any";"ICMPv6";"RPC";"Any";"136";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-IPHTTPS-Out";"Core Networking - IPHTTPS (TCP-Out)";"Outbound TCP rule to allow IPHTTPS tunneling technology to provide connectivity across HTTP proxies and firewalls.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"IPHTTPSOut";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"iphlpsvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-SSDPSrv-In-UDP";"Network Discovery (SSDP-In)";"Inbound rule for Network Discovery to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WINRM-HTTP-Compat-In-TCP";"Windows Remote Management - Compatibility Mode (HTTP-In)";"Compatibility mode inbound rule for Windows Remote Management via WS-Management. [TCP 80]";"@FirewallAPI.dll,-30252";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"80";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-IGMP-Out";"Core Networking - Internet Group Management Protocol (IGMP-Out)";"IGMP messages are sent and received by nodes to create, join and depart multicast groups.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"2";"Any";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteSvcAdmin-In-TCP";"Remote Service Management (RPC)";"Inbound rule for the local Service Control Manager to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-29502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"RPC";"Any";"Any";"";"%SystemRoot%\system32\services.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteSvcAdmin-RPCSS-In-TCP";"Remote Service Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the local Service Control Manager.";"@FirewallAPI.dll,-29502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-NB_Session-In-TCP";"File and Printer Sharing (NB-Session-In)";"Inbound rule for File and Printer Sharing to allow NetBIOS Session Service connections. [TCP 139]";"@FirewallAPI.dll,-28502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"139";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-PP-In";"Core Networking - Parameter Problem (ICMPv6-In)";"Parameter Problem error messages are sent by nodes as a result of incorrectly generated packets.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";"";"Any";"Any";"ICMPv6";"RPC";"Any";"4";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-DNS-Out-UDP";"Core Networking - DNS (UDP-Out)";"Outbound rule to allow DNS requests. DNS responses based on requests that matched this rule will be permitted regardless of source address.  This behavior is classified as loose source mapping. [LSM] [UDP 53]";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"53";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Datagram-In-UDP";"Network Discovery (NB-Datagram-In)";"Inbound rule for Network Discovery to allow NetBIOS Datagram transmission and reception. [UDP 138]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"138";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-HTTPSTR-In-TCP-LocalSubnetScope";"Cast to Device streaming server (HTTP-Streaming-In)";"Inbound rule for the Cast to Device server to allow streaming using HTTP. [TCP 10246]";"@FirewallAPI.dll,-36001";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"10246";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-QWave-In-TCP-PlayToScope";"Cast to Device functionality (qWave-TCP-In)";"Inbound rule for the Cast to Device functionality to allow use of the Quality Windows Audio Video Experience Service. [TCP 2177]";"@FirewallAPI.dll,-36001";"True";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"PlayToDevice";"TCP";"2177";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-ICMP4-ERQ-In";"File and Printer Sharing (Echo Request - ICMPv4-In)";"Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-28502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"ICMPv4";"RPC";"Any";"8";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Teredo-In";"Core Networking - Teredo (UDP-In)";"Inbound UDP rule to allow Teredo edge traversal, a technology that provides address assignment and automatic tunneling for unicast IPv6 traffic when an IPv6/IPv4 host is located behind an IPv4 network address translator.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Teredo";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"iphlpsvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NVS-FrameServer-Out-TCP-NoScope";"Microsoft Media Foundation Network Source OUT [TCP ALL]";"OutBound Rule for the Microsoft Media Foundation's Capture SVC to open TCP port to enable RTSP";"@FirewallAPI.dll,-54001";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"Any";"554,8554-8558";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"FrameServer";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteDesktop-Shadow-In-TCP";"Remote Desktop - Shadow (TCP-In)";"Inbound rule for the Remote Desktop service to allow shadowing of an existing Remote Desktop session. (TCP-In)";"@FirewallAPI.dll,-28752";"False";"Any";"";"Inbound";"Allow";"DeferToApp";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%SystemRoot%\system32\RdpSa.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-SMB-In-TCP";"File and Printer Sharing (SMB-In)";"Inbound rule for File and Printer Sharing to allow Server Message Block transmission and reception via Named Pipes. [TCP 445]";"@FirewallAPI.dll,-28502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"445";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MSDTC-RPCSS-In-TCP";"Distributed Transaction Coordinator (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Kernel Transaction Resource Manager for Distributed Transaction Coordinator service.";"@FirewallAPI.dll,-33502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-UPnPHost-In-TCP";"Network Discovery (UPnP-In)";"Inbound rule for Network Discovery to allow use of Universal Plug and Play. [TCP 2869]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"2869";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-NDA-Out";"Core Networking - Neighbor Discovery Advertisement (ICMPv6-Out)";"Neighbor Discovery Advertisement messages are sent by nodes to notify other nodes of link-layer address changes or in response to a Neighbor Discovery Solicitation request.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"ICMPv6";"RPC";"Any";"136";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"AllJoyn-Router-Out-UDP";"AllJoyn Router (UDP-Out)";"Outbound rule for AllJoyn Router traffic [UDP]";"@FirewallAPI.dll,-37002";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"AJRouter";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteSvcAdmin-NP-In-TCP";"Remote Service Management (NP-In)";"Inbound rule for the local Service Control Manager to be remotely managed over Named Pipes.";"@FirewallAPI.dll,-29502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"445";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-DeviceManagement-deviceenroller-TCP-Out";"Windows Device Management Device Enroller (TCP out)";"Allow outbound TCP traffic from Windows Device Management Device Enroller";"@FirewallAPI.dll,-37502";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"80,443";"Any";"";"%SystemRoot%\system32\deviceenroller.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LQ-Out";"Core Networking - Multicast Listener Query (ICMPv6-Out)";"An IPv6 multicast-capable router uses the Multicast Listener Query message to query a link for multicast group membership.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"130";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-PeerDist-HostedClient-Out";"BranchCache Hosted Cache Client (HTTP-Out)";"Outbound rule for BranchCache to allow connection to a hosted cache server [TCP]";"@peerdistsh.dll,-9003";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"80,443";"Any";"";"SYSTEM";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-SSDP-Discovery-PlayToScope";"Cast to Device SSDP Discovery (UDP-In)";"Inbound rule to allow discovery of Cast to Device targets using SSDP";"@FirewallAPI.dll,-36001";"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"PlayToDiscovery";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-VDSLDR-In-TCP";"Remote Volume Management - Virtual Disk Service Loader (RPC)";"Inbound rule for the Remote Volume Management - Virtual Disk Service Loader to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-34501";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"RPC";"Any";"Any";"";"%SystemRoot%\system32\vdsldr.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"TPMVSCMGR-RPCSS-In-TCP";"TPM Virtual Smart Card Management (DCOM-In)";"Inbound rule for remote TPM Virtual Smart Card Management to allow DCOM activation. [TCP 135]";"@FirewallAPI.dll,-36501";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"135";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"TPMVSCMGR-Server-In-TCP";"TPM Virtual Smart Card Management (TCP-In)";"Inbound rule for remote TPM Virtual Smart Card Management traffic. [TCP]";"@FirewallAPI.dll,-36501";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"";"%SystemRoot%\system32\RmtTpmVscMgrSvr.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-SMBQ-In-UDP";"File and Printer Sharing (SMB-QUIC-In)";"Inbound rule for File and Printer Sharing to allow Server Message Block transmission and reception via Winquic. [UDP 443]";"@FirewallAPI.dll,-28652";"False";"Any";"";"Inbound";"Allow";"Block";"False";"True";"";"Any";"Any";"UDP";"443";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP6-EchoRequest-In";"Core Networking Diagnostics - ICMP Echo Request (ICMPv6-In)";"ICMP Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-27000";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"128";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"TPMVSCMGR-Server-Out-TCP";"TPM Virtual Smart Card Management (TCP-Out)";"Outbound rule for remote TPM Virtual Smart Card Management traffic. [TCP]";"@FirewallAPI.dll,-36501";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"";"%SystemRoot%\system32\RmtTpmVscMgrSvr.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDRESPUB-WSD-Out-UDP";"Network Discovery (Pub WSD-Out)";"Outbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"3702";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"fdrespub";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-TE-Out";"Core Networking - Time Exceeded (ICMPv6-Out)";"Time Exceeded error messages are generated from any node that a packet traverses if the Hop Limit value is decremented to zero at any point on the path.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"ICMPv6";"RPC";"Any";"3";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Netlogon-NamedPipe-In";"Netlogon Service (NP-In)";"Inbound rule for the NetLogon service to be remotely managed over Named Pipes.";"@firewallapi.dll,-37681";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"445";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-Out-UDP-NoScope";"Cast to Device streaming server (RTP-Streaming-Out)";"Outbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [UDP]";"@FirewallAPI.dll,-36001";"True";"Domain";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"Any";"Any";"";"%SystemRoot%\system32\mdeserver.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"vm-monitoring-icmpv4";"Virtual Machine Monitoring (Echo Request - ICMPv4-In)";"Echo Request messages are sent as ping requests to other nodes.";"@%SystemRoot%\system32\icsvc.dll,-700";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"ICMPv4";"Any";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
